Test Path,Expected Result,Minisat Speed (ns),Simulated Result,Simulated Cycles,Cycles Busy,Cycles Idle,Num Nodes,Topology,Node Bandwidth,Number of Variables
tests/satlib/unsat/uuf50-0410.cnf,false,206209,false,115040,7167859,194701,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0376.cnf,false,129833,false,2091,50954,82870,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0362.cnf,false,180875,false,309492,19651720,155768,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0404.cnf,false,113375,false,19344,1164865,73151,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0438.cnf,false,104583,false,23641,1429219,83805,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0389.cnf,false,208625,false,57823,3594780,105892,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0174.cnf,false,121583,false,66182,4008095,227553,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0612.cnf,false,123375,false,17342,1026574,83314,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0606.cnf,false,186333,false,23533,1350839,155273,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0160.cnf,false,252125,false,39613,2419829,115403,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0148.cnf,false,207542,false,52604,3256045,110611,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0809.cnf,false,186166,false,31691,1917596,110628,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0835.cnf,false,139958,false,30453,1788749,160243,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0821.cnf,false,181083,false,55168,3449870,80882,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0766.cnf,false,207375,false,37801,2335816,83448,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0772.cnf,false,216208,false,45592,2711657,206231,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0982.cnf,false,173333,false,8917,411291,159397,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0996.cnf,false,128875,false,13474,764320,98016,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0969.cnf,false,125625,false,80578,4959347,197645,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0941.cnf,false,111417,false,30314,1791108,148988,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0799.cnf,false,179167,false,16902,942015,139713,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0955.cnf,false,128292,false,23822,1298154,226454,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0564.cnf,false,159250,false,7287,371389,94979,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0202.cnf,false,201250,false,26575,1609274,91526,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0216.cnf,false,121292,false,28027,1673922,119806,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0570.cnf,false,207250,false,38104,2293674,144982,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0558.cnf,false,158000,false,38525,2261554,204046,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-010.cnf,false,89375,false,23185,1377741,106099,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-08.cnf,false,125625,false,95204,5804697,288359,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-038.cnf,false,120459,false,15661,883919,118385,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-039.cnf,false,111459,false,132967,8320090,189798,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-09.cnf,false,188709,false,92713,5753010,180622,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-011.cnf,false,228291,false,38765,2326490,154470,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0559.cnf,false,122292,false,8012,451775,60993,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0217.cnf,false,268083,false,53010,3168855,223785,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0571.cnf,false,234583,false,7332,384883,84365,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0565.cnf,false,285834,false,13885,785650,102990,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0203.cnf,false,119166,false,31111,1896811,94293,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0954.cnf,false,222500,false,60490,3706490,164870,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0798.cnf,false,176500,false,12228,691947,90645,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0940.cnf,false,171500,false,66349,4057570,188766,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0968.cnf,false,116750,false,44651,2609732,247932,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0997.cnf,false,210083,false,39245,2336961,174719,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0983.cnf,false,114791,false,46750,2876769,115231,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0773.cnf,false,148209,false,12393,694445,98707,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0767.cnf,false,251708,false,46068,2764424,183928,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0820.cnf,false,174625,false,8278,418971,110821,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0834.cnf,false,187541,false,24568,1424061,148291,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0808.cnf,false,193750,false,10651,602559,79105,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0149.cnf,false,207166,false,20777,1252626,77102,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0607.cnf,false,171083,false,69954,4108743,368313,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0161.cnf,false,183041,false,23786,1283710,238594,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0175.cnf,false,210542,false,10260,596672,59968,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0613.cnf,false,190292,false,17138,970978,125854,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0388.cnf,false,165084,false,13179,762664,80792,64,"Torus(8, 8)",100,50
tests/satlib/unsat/uuf50-0439.cnf,false,208000,false,27776,1643725,133939,64,"Torus(8, 8)",100,50
